VSRR_Provisional_Drug_Overdose_Death_Counts
State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
KS,KS,2015,October,Number of Drug Overdose Deaths,334,337,100,0.0345927662682092,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2015,November,Number of Drug Overdose Deaths,328,331,100,0.0424137266242529,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2015,December,Number of Drug Overdose Deaths,323,326,100,0.0541313846034876,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,January,Number of Drug Overdose Deaths,313,317,100,0.0625048831939995,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,February,Number of Drug Overdose Deaths,317,321,100,0.0627278786215549,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,March,Number of Drug Overdose Deaths,313,317,100,0.0629549478654338,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,April,Number of Drug Overdose Deaths,312,316,100,0.0589090052232651,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,May,Number of Drug Overdose Deaths,305,309,100,0.062992125984252,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,June,Number of Drug Overdose Deaths,319,323,100,0.0631089022995306,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,July,Number of Drug Overdose Deaths,320,324,100,0.0711687490115451,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,August,Number of Drug Overdose Deaths,320,324,100,0.0592697961119014,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,September,Number of Drug Overdose Deaths,315,318,100,0.0555048963247829,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,October,Number of Drug Overdose Deaths,312,315,100,0.0556129339795027,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,November,Number of Drug Overdose Deaths,315,319,100,0.0592979127134725,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2016,December,Number of Drug Overdose Deaths,313,316,100,0.0431558711601083,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,January,Number of Drug Overdose Deaths,327,330,100,0.0427715996578272,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,February,Number of Drug Overdose Deaths,324,327,100,0.0462730883430378,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,March,Number of Drug Overdose Deaths,323,326,100,0.0459242250287026,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,April,Number of Drug Overdose Deaths,317,320,100,0.0459171959898982,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,May,Number of Drug Overdose Deaths,317,320,100,0.0420634010171695,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,June,Number of Drug Overdose Deaths,301,304,100,0.0498485371371602,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,July,Number of Drug Overdose Deaths,310,313,100,0.0420923736272146,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,August,Number of Drug Overdose Deaths,297,300,100,0.0499788550997655,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,September,Number of Drug Overdose Deaths,303,306,100,0.0575065174053059,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,October,Number of Drug Overdose Deaths,316,320,100,0.0573833205814843,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,November,Number of Drug Overdose Deaths,313,316,100,0.0459207102403184,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2017,December,Number of Drug Overdose Deaths,323,326,100,0.0458926112895824,Numbers may differ from published reports using final data. See Technical Notes.
KS,KS,2018,January,Number of Drug Overdose Deaths,319,320,100,0.0380503024999049,Underreported due to incomplete data.
KS,KS,2018,February,Number of Drug Overdose Deaths,317,319,100,0.0380257053768347,Underreported due to incomplete data.
KS,KS,2018,March,Number of Drug Overdose Deaths,318,321,100,0.041863297305526,Underreported due to incomplete data.
KS,KS,2018,April,Number of Drug Overdose Deaths,323,326,100,0.0417742670514963,Underreported due to incomplete data.
KS,KS,2018,May,Number of Drug Overdose Deaths,332,335,100,0.0417219798975915,Underreported due to incomplete data.
KS,KS,2018,June,Number of Drug Overdose Deaths,346,350,100,0.0414828223403854,Underreported due to incomplete data.
KS,KS,2018,July,Number of Drug Overdose Deaths,343,348,100,0.0529861479070472,Underreported due to incomplete data.
KY,KY,2015,January,Number of Deaths,"44,911",,100,0.0155863819554229,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,February,Number of Deaths,"45,331",,100,0.0154419712779334,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,March,Number of Deaths,"45,453",,100,0.015400523617803,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,April,Number of Deaths,"45,635",,100,0.0153391037580804,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,May,Number of Deaths,"45,852",,100,0.0174474395882404,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,June,Number of Deaths,"45,839",,100,0.0174523877047929,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,July,Number of Deaths,"45,917",,100,0.017422741032733,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,August,Number of Deaths,"45,990",,100,0.015220700152207,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,September,Number of Deaths,"46,169",,100,0.010829777556369,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,October,Number of Deaths,"46,372",,100,0.0107823686707496,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,November,Number of Deaths,"46,396",,100,0.00646607466160876,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,December,Number of Deaths,"46,195",,100,0.00432947288667605,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,January,Number of Deaths,"45,819",,100,0.00218250070931273,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,February,Number of Deaths,"45,854",,100,0.00218083482357046,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,March,Number of Deaths,"46,039",,100,0.00217207150459393,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,April,Number of Deaths,"46,307",,100,0.00431900144686548,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,May,Number of Deaths,"46,269",,100,0.0021612742873198,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,June,Number of Deaths,"46,456",,100,0.00215257447907698,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,July,Number of Deaths,"46,593",,100,0.00214624514412036,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,August,Number of Deaths,"46,769",,100,0.00213816844491009,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,September,Number of Deaths,"47,052",,100,0.0021253081696846,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,October,Number of Deaths,"47,070",,100,0.00424899086466964,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,November,Number of Deaths,"47,283",,100,0.0105746251295392,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,December,Number of Deaths,"47,606",,100,0.0105028777885141,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,January,Number of Deaths,"47,839",,100,0.012542068187044,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,February,Number of Deaths,"47,924",,100,0.0125198230531675,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,March,Number of Deaths,"48,020",,100,0.0124947938359017,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,April,Number of Deaths,"48,046",,100,0.0124880323023769,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,May,Number of Deaths,"48,136",,100,0.014542130629882,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,June,Number of Deaths,"48,254",,100,0.016578936461226,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,July,Number of Deaths,"48,228",,100,0.0165878742639131,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,August,Number of Deaths,"48,144",,100,0.0186939182452642,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,September,Number of Deaths,"48,012",,100,0.0187453136715821,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,October,Number of Deaths,"47,967",,100,0.0166781328830237,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,November,Number of Deaths,"47,845",,100,0.0125404953495663,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,December,Number of Deaths,"48,014",,100,0.0166618069729662,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2018,January,Number of Deaths,"48,413",,100,0.018590048127569,Underreported due to incomplete data.
KY,KY,2018,February,Number of Deaths,"48,342",,100,0.0186173513714782,Underreported due to incomplete data.
KY,KY,2018,March,Number of Deaths,"48,244",,100,0.0186551695547633,Underreported due to incomplete data.
KY,KY,2018,April,Number of Deaths,"48,173",,100,0.0207585161812634,Underreported due to incomplete data.
KY,KY,2018,May,Number of Deaths,"48,168",,100,0.0207606709848862,Underreported due to incomplete data.
KY,KY,2018,June,Number of Deaths,"48,048",,100,0.0228937728937729,Underreported due to incomplete data.
KY,KY,2018,July,Number of Deaths,"48,044",,100,0.0228956789609525,Underreported due to incomplete data.
KY,KY,2015,January,Number of Drug Overdose Deaths,"1,101","1,106",100,0.0155863819554229,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,February,Number of Drug Overdose Deaths,"1,121","1,126",100,0.0154419712779334,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,March,Number of Drug Overdose Deaths,"1,152","1,157",100,0.015400523617803,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,April,Number of Drug Overdose Deaths,"1,172","1,177",100,0.0153391037580804,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,May,Number of Drug Overdose Deaths,"1,185","1,190",100,0.0174474395882404,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,June,Number of Drug Overdose Deaths,"1,198","1,203",100,0.0174523877047929,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,July,Number of Drug Overdose Deaths,"1,211","1,216",100,0.017422741032733,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,August,Number of Drug Overdose Deaths,"1,208","1,213",100,0.015220700152207,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,September,Number of Drug Overdose Deaths,"1,233","1,237",100,0.010829777556369,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,October,Number of Drug Overdose Deaths,"1,217","1,221",100,0.0107823686707496,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,November,Number of Drug Overdose Deaths,"1,240","1,244",100,0.00646607466160876,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2015,December,Number of Drug Overdose Deaths,"1,248","1,251",100,0.00432947288667605,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,January,Number of Drug Overdose Deaths,"1,253","1,256",100,0.00218250070931273,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,February,Number of Drug Overdose Deaths,"1,228","1,231",100,0.00218083482357046,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,March,Number of Drug Overdose Deaths,"1,253","1,256",100,0.00217207150459393,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,April,Number of Drug Overdose Deaths,"1,291","1,294",100,0.00431900144686548,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,May,Number of Drug Overdose Deaths,"1,320","1,323",100,0.0021612742873198,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,June,Number of Drug Overdose Deaths,"1,371","1,374",100,0.00215257447907698,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,July,Number of Drug Overdose Deaths,"1,376","1,379",100,0.00214624514412036,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,August,Number of Drug Overdose Deaths,"1,404","1,407",100,0.00213816844491009,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,September,Number of Drug Overdose Deaths,"1,411","1,414",100,0.0021253081696846,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,October,Number of Drug Overdose Deaths,"1,416","1,420",100,0.00424899086466964,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,November,Number of Drug Overdose Deaths,"1,395","1,400",100,0.0105746251295392,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2016,December,Number of Drug Overdose Deaths,"1,437","1,442",100,0.0105028777885141,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,January,Number of Drug Overdose Deaths,"1,480","1,485",100,0.012542068187044,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,February,Number of Drug Overdose Deaths,"1,545","1,551",100,0.0125198230531675,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,March,Number of Drug Overdose Deaths,"1,552","1,558",100,0.0124947938359017,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,April,Number of Drug Overdose Deaths,"1,580","1,586",100,0.0124880323023769,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,May,Number of Drug Overdose Deaths,"1,583","1,589",100,0.014542130629882,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,June,Number of Drug Overdose Deaths,"1,564","1,571",100,0.016578936461226,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,July,Number of Drug Overdose Deaths,"1,568","1,575",100,0.0165878742639131,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,August,Number of Drug Overdose Deaths,"1,575","1,582",100,0.0186939182452642,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,September,Number of Drug Overdose Deaths,"1,566","1,573",100,0.0187453136715821,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,October,Number of Drug Overdose Deaths,"1,564","1,571",100,0.0166781328830237,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,November,Number of Drug Overdose Deaths,"1,594","1,600",100,0.0125404953495663,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2017,December,Number of Drug Overdose Deaths,"1,566","1,573",100,0.0166618069729662,Numbers may differ from published reports using final data. See Technical Notes.
KY,KY,2018,January,Number of Drug Overdose Deaths,"1,529","1,527",100,0.018590048127569,Underreported due to incomplete data.
KY,KY,2018,February,Number of Drug Overdose Deaths,"1,490","1,494",100,0.0186173513714782,Underreported due to incomplete data.
KY,KY,2018,March,Number of Drug Overdose Deaths,"1,450","1,457",100,0.0186551695547633,Underreported due to incomplete data.
KY,KY,2018,April,Number of Drug Overdose Deaths,"1,416","1,423",100,0.0207585161812634,Underreported due to incomplete data.
KY,KY,2018,May,Number of Drug Overdose Deaths,"1,379","1,386",100,0.0207606709848862,Underreported due to incomplete data.
KY,KY,2018,June,Number of Drug Overdose Deaths,"1,377","1,387",100,0.0228937728937729,Underreported due to incomplete data.
KY,KY,2018,July,Number of Drug Overdose Deaths,"1,378","1,390",100,0.0228956789609525,Underreported due to incomplete data.
LA,LA,2015,January,Number of Deaths,"44,100",,100,0.036281179138322,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,February,Number of Deaths,"44,150",,100,0.043035107587769,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,March,Number of Deaths,"44,301",,100,0.0406311369946502,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,April,Number of Deaths,"44,230",,100,0.0520009043635541,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,May,Number of Deaths,"44,154",,100,0.0566200117769624,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,June,Number of Deaths,"44,191",,100,0.0656242221266774,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,July,Number of Deaths,"44,204",,100,0.0723916387657225,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,August,Number of Deaths,"44,240",,100,0.0768535262206148,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,September,Number of Deaths,"44,371",,100,0.0811340740573798,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,October,Number of Deaths,"44,348",,100,0.0789212591323171,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,November,Number of Deaths,"44,169",,100,0.0769770653625846,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,December,Number of Deaths,"43,914",,100,0.0842555904722867,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,January,Number of Deaths,"43,495",,100,0.0827681342683067,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,February,Number of Deaths,"43,428",,100,0.0759878419452888,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,March,Number of Deaths,"43,445",,100,0.0759581079525837,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,April,Number of Deaths,"43,610",,100,0.066498509516166,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,May,Number of Deaths,"43,743",,100,0.0594380815216149,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,June,Number of Deaths,"43,768",,100,0.0479802595503564,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,July,Number of Deaths,"43,742",,100,0.0342919848200814,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,August,Number of Deaths,"43,939",,100,0.0295864721545779,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,September,Number of Deaths,"44,033",,100,0.024981264051961,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,October,Number of Deaths,"44,225",,100,0.0180893159977388,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,November,Number of Deaths,"44,340",,100,0.015787099684258,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,December,Number of Deaths,"44,411",,100,0.00900677760014411,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,January,Number of Deaths,"44,579",,100,0.00672962605711209,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,February,Number of Deaths,"44,597",,100,0.00672690988183062,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,March,Number of Deaths,"44,769",,100,0.00446737697960642,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,April,Number of Deaths,"44,836",,100,0.00223035061111607,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,May,Number of Deaths,"44,913",,100,0.00222652684078107,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,June,Number of Deaths,"44,976",,100,0.00444681607968694,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,July,Number of Deaths,"44,995",,100,0.00444493832648072,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,August,Number of Deaths,"45,031",,100,0.00444138482378806,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,September,Number of Deaths,"45,019",,100,0.00222128434660921,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,October,Number of Deaths,"45,068",,100,0.00221886926422295,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,November,Number of Deaths,"45,331",,100,0.00220599589684763,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,December,Number of Deaths,"45,953",,100,0.00217613648728048,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2018,January,Number of Deaths,"46,783",,100,0.00213752858944488,Underreported due to incomplete data.
LA,LA,2018,February,Number of Deaths,"46,888",,100,0.00213274185292612,Underreported due to incomplete data.
LA,LA,2018,March,Number of Deaths,"46,589",,100,0.0064392882440061,Underreported due to incomplete data.
LA,LA,2018,April,Number of Deaths,"46,522",,100,0.00644856197068054,Underreported due to incomplete data.
LA,LA,2018,May,Number of Deaths,"46,598",,100,0.0107300742521138,Underreported due to incomplete data.
LA,LA,2018,June,Number of Deaths,"46,649",,100,0.0107183433728483,Underreported due to incomplete data.
LA,LA,2018,July,Number of Deaths,"46,672",,100,0.0107130613644155,Underreported due to incomplete data.
LA,LA,2015,January,Number of Drug Overdose Deaths,782,788,100,0.036281179138322,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,February,Number of Drug Overdose Deaths,785,791,100,0.043035107587769,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,March,Number of Drug Overdose Deaths,784,790,100,0.0406311369946502,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,April,Number of Drug Overdose Deaths,796,803,100,0.0520009043635541,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,May,Number of Drug Overdose Deaths,803,811,100,0.0566200117769624,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,June,Number of Drug Overdose Deaths,802,811,100,0.0656242221266774,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,July,Number of Drug Overdose Deaths,825,835,100,0.0723916387657225,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,August,Number of Drug Overdose Deaths,823,834,100,0.0768535262206148,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,September,Number of Drug Overdose Deaths,838,849,100,0.0811340740573798,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,October,Number of Drug Overdose Deaths,834,845,100,0.0789212591323171,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,November,Number of Drug Overdose Deaths,853,864,100,0.0769770653625846,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2015,December,Number of Drug Overdose Deaths,875,887,100,0.0842555904722867,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,January,Number of Drug Overdose Deaths,890,902,100,0.0827681342683067,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,February,Number of Drug Overdose Deaths,901,912,100,0.0759878419452888,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,March,Number of Drug Overdose Deaths,894,905,100,0.0759581079525837,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,April,Number of Drug Overdose Deaths,893,903,100,0.066498509516166,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,May,Number of Drug Overdose Deaths,899,908,100,0.0594380815216149,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,June,Number of Drug Overdose Deaths,941,949,100,0.0479802595503564,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,July,Number of Drug Overdose Deaths,962,969,100,0.0342919848200814,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,August,Number of Drug Overdose Deaths,979,985,100,0.0295864721545779,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,September,Number of Drug Overdose Deaths,997,"1,003",100,0.024981264051961,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,October,Number of Drug Overdose Deaths,"1,021","1,026",100,0.0180893159977388,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,November,Number of Drug Overdose Deaths,"1,012","1,016",100,0.015787099684258,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2016,December,Number of Drug Overdose Deaths,"1,004","1,007",100,0.00900677760014411,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,January,Number of Drug Overdose Deaths,"1,015","1,018",100,0.00672962605711209,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,February,Number of Drug Overdose Deaths,"1,010","1,013",100,0.00672690988183062,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,March,Number of Drug Overdose Deaths,"1,020","1,023",100,0.00446737697960642,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,April,Number of Drug Overdose Deaths,"1,036","1,038",100,0.00223035061111607,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,May,Number of Drug Overdose Deaths,"1,030","1,032",100,0.00222652684078107,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,June,Number of Drug Overdose Deaths,"1,016","1,019",100,0.00444681607968694,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,July,Number of Drug Overdose Deaths,"1,007","1,010",100,0.00444493832648072,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,August,Number of Drug Overdose Deaths,"1,020","1,023",100,0.00444138482378806,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,September,Number of Drug Overdose Deaths,"1,014","1,016",100,0.00222128434660921,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,October,Number of Drug Overdose Deaths,"1,015","1,017",100,0.00221886926422295,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,November,Number of Drug Overdose Deaths,"1,059","1,062",100,0.00220599589684763,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2017,December,Number of Drug Overdose Deaths,"1,102","1,105",100,0.00217613648728048,Numbers may differ from published reports using final data. See Technical Notes.
LA,LA,2018,January,Number of Drug Overdose Deaths,"1,112","1,108",100,0.00213752858944488,Underreported due to incomplete data.
LA,LA,2018,February,Number of Drug Overdose Deaths,"1,134","1,134",100,0.00213274185292612,Underreported due to incomplete data.
LA,LA,2018,March,Number of Drug Overdose Deaths,"1,166","1,170",100,0.0064392882440061,Underreported due to incomplete data.
LA,LA,2018,April,Number of Drug Overdose Deaths,"1,175","1,178",100,0.00644856197068054,Underreported due to incomplete data.
LA,LA,2018,May,Number of Drug Overdose Deaths,"1,202","1,207",100,0.0107300742521138,Underreported due to incomplete data.
LA,LA,2018,June,Number of Drug Overdose Deaths,"1,212","1,219",100,0.0107183433728483,Underreported due to incomplete data.
LA,LA,2018,July,Number of Drug Overdose Deaths,"1,207","1,216",100,0.0107130613644155,Underreported due to incomplete data.
MA,MA,2015,January,Number of Deaths,"57,044",,100,1.29899726526892,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,February,Number of Deaths,"57,676",,100,1.33677786254248,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,March,Number of Deaths,"58,056",,100,1.34353038445639,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,April,Number of Deaths,"58,197",,100,1.39010601921061,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,May,Number of Deaths,"58,356",,100,1.37946397971074,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,June,Number of Deaths,"58,523",,100,1.40628470857612,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,July,Number of Deaths,"58,729",,100,1.41156839040338,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,August,Number of Deaths,"58,790",,100,1.40159891137949,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,September,Number of Deaths,"58,924",,100,1.33222456045075,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,October,Number of Deaths,"59,151",,100,1.27470372436645,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,November,Number of Deaths,"59,104",,100,1.08283703302653,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2015,December,Number of Deaths,"58,761",,100,0.813464712989908,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,January,Number of Deaths,"57,874",,100,0.749904965960535,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,February,Number of Deaths,"57,469",,100,0.676886669334772,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,March,Number of Deaths,"57,250",,100,0.646288209606987,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,April,Number of Deaths,"57,077",,100,0.572910279096659,Numbers may differ from published reports using final data. See Technical Notes.
MA,MA,2016,May,Number of Deaths,"56,934",,100,0.526925914216461,Numbers may differ from published reports using final data. See Technical Notes.
