Group Name,Group PAC ID, State,Measure Title,Measure Performance Rate,Year
HEALTHPARTNERS MEDICAL GROUP,1759293954,MN,Clinicians working together for your care.,77.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,"Getting timely care, appointments, and information.",54.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Between visit communication.,68.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Attention to patient medication cost.,21.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,How well clinicians communicate.,80.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Patients' rating of clinicians.,74.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Health promotion and education.,66.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Courteous and helpful office staff.,79.0,2015
"THEDACARE, INCORPORATED",1759294887,WI,Clinicians working together for your care.,80.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,"Getting timely care, appointments, and information.",62.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Between visit communication.,66.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Attention to patient medication cost.,35.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,How well clinicians communicate.,83.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Patients' rating of clinicians.,80.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Health promotion and education.,62.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Courteous and helpful office staff.,86.0,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,IN,Clinicians working together for your care.,76.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,"Getting timely care, appointments, and information.",54.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Between visit communication.,59.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Attention to patient medication cost.,31.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,How well clinicians communicate.,83.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Patients' rating of clinicians.,83.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Health promotion and education.,57.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Courteous and helpful office staff.,79.0,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,UT,Clinicians working together for your care.,75.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,"Getting timely care, appointments, and information.",68.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Between visit communication.,55.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Attention to patient medication cost.,31.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,How well clinicians communicate.,87.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Patients' rating of clinicians.,84.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Health promotion and education.,57.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Courteous and helpful office staff.,85.0,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,Clinicians working together for your care.,78.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,"Getting timely care, appointments, and information.",67.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Between visit communication.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Attention to patient medication cost.,29.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,How well clinicians communicate.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Patients' rating of clinicians.,74.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Health promotion and education.,68.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Courteous and helpful office staff.,81.0,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,WI,Clinicians working together for your care.,76.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,"Getting timely care, appointments, and information.",63.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Between visit communication.,51.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Attention to patient medication cost.,27.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,How well clinicians communicate.,81.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Patients' rating of clinicians.,78.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Health promotion and education.,54.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Courteous and helpful office staff.,80.0,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,MO,Clinicians working together for your care.,77.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,"Getting timely care, appointments, and information.",60.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Between visit communication.,55.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Attention to patient medication cost.,31.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,How well clinicians communicate.,82.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Patients' rating of clinicians.,77.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Health promotion and education.,64.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Courteous and helpful office staff.,77.0,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,MD,Clinicians working together for your care.,75.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,"Getting timely care, appointments, and information.",50.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Between visit communication.,52.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Attention to patient medication cost.,27.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,How well clinicians communicate.,75.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Patients' rating of clinicians.,76.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Health promotion and education.,52.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Courteous and helpful office staff.,79.0,2015
MARION AREA PHYSICIANS LLC,1850549437,OH,Clinicians working together for your care.,72.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,"Getting timely care, appointments, and information.",56.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Between visit communication.,67.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Attention to patient medication cost.,20.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,How well clinicians communicate.,78.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Patients' rating of clinicians.,74.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Health promotion and education.,62.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Courteous and helpful office staff.,80.0,2015
FAIRVIEW HEALTH SERVICES,1951213057,MN,Clinicians working together for your care.,75.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,"Getting timely care, appointments, and information.",61.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Between visit communication.,56.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Attention to patient medication cost.,28.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,How well clinicians communicate.,81.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Patients' rating of clinicians.,81.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Health promotion and education.,62.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Courteous and helpful office staff.,82.0,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,AL,Clinicians working together for your care.,75.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,"Getting timely care, appointments, and information.",41.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Between visit communication.,47.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Attention to patient medication cost.,25.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,How well clinicians communicate.,76.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Patients' rating of clinicians.,74.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Health promotion and education.,49.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Courteous and helpful office staff.,77.0,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,NE,Clinicians working together for your care.,68.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,"Getting timely care, appointments, and information.",63.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Between visit communication.,56.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Attention to patient medication cost.,23.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,How well clinicians communicate.,84.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Patients' rating of clinicians.,86.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Health promotion and education.,64.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Courteous and helpful office staff.,75.0,2015
TEMPLE PHYSICIANS INC,2062317233,PA,Clinicians working together for your care.,74.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,"Getting timely care, appointments, and information.",66.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Between visit communication.,57.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Attention to patient medication cost.,22.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,How well clinicians communicate.,83.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Patients' rating of clinicians.,84.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Health promotion and education.,57.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Courteous and helpful office staff.,86.0,2015
UPMC COMMUNITY MEDICINE INC,2062318975,PA,Clinicians working together for your care.,78.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,"Getting timely care, appointments, and information.",56.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Between visit communication.,52.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Attention to patient medication cost.,23.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,How well clinicians communicate.,80.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Patients' rating of clinicians.,77.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Health promotion and education.,60.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Courteous and helpful office staff.,71.0,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,Clinicians working together for your care.,70.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,"Getting timely care, appointments, and information.",67.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Between visit communication.,58.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Attention to patient medication cost.,28.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,How well clinicians communicate.,84.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Patients' rating of clinicians.,84.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Health promotion and education.,54.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Courteous and helpful office staff.,83.0,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,Clinicians working together for your care.,78.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,"Getting timely care, appointments, and information.",62.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Between visit communication.,54.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Attention to patient medication cost.,25.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,How well clinicians communicate.,83.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Patients' rating of clinicians.,83.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Health promotion and education.,66.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Courteous and helpful office staff.,88.0,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Clinicians working together for your care.,80.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,"Getting timely care, appointments, and information.",63.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Between visit communication.,58.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Attention to patient medication cost.,27.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,How well clinicians communicate.,84.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Patients' rating of clinicians.,85.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Health promotion and education.,55.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Courteous and helpful office staff.,78.0,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Clinicians working together for your care.,76.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,"Getting timely care, appointments, and information.",55.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Between visit communication.,52.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Attention to patient medication cost.,30.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,How well clinicians communicate.,82.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Patients' rating of clinicians.,81.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Health promotion and education.,53.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Courteous and helpful office staff.,84.0,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Clinicians working together for your care.,75.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,"Getting timely care, appointments, and information.",56.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Between visit communication.,57.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Attention to patient medication cost.,29.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,How well clinicians communicate.,83.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Patients' rating of clinicians.,83.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Health promotion and education.,63.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Courteous and helpful office staff.,84.0,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,Clinicians working together for your care.,76.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,"Getting timely care, appointments, and information.",67.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Between visit communication.,63.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Attention to patient medication cost.,25.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,How well clinicians communicate.,80.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Patients' rating of clinicians.,76.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Health promotion and education.,64.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Courteous and helpful office staff.,88.0,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Clinicians working together for your care.,75.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,"Getting timely care, appointments, and information.",62.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Between visit communication.,53.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Attention to patient medication cost.,26.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,How well clinicians communicate.,81.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Patients' rating of clinicians.,80.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Health promotion and education.,51.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Courteous and helpful office staff.,79.0,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Clinicians working together for your care.,74.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,"Getting timely care, appointments, and information.",62.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Between visit communication.,56.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Attention to patient medication cost.,26.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,How well clinicians communicate.,83.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Patients' rating of clinicians.,81.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Health promotion and education.,62.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Courteous and helpful office staff.,81.0,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,Clinicians working together for your care.,77.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,"Getting timely care, appointments, and information.",52.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Between visit communication.,60.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Attention to patient medication cost.,32.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,How well clinicians communicate.,82.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Patients' rating of clinicians.,83.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Health promotion and education.,58.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Courteous and helpful office staff.,78.0,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Clinicians working together for your care.,74.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,"Getting timely care, appointments, and information.",61.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Between visit communication.,67.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Attention to patient medication cost.,36.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,How well clinicians communicate.,86.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Patients' rating of clinicians.,87.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Health promotion and education.,61.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Courteous and helpful office staff.,84.0,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Clinicians working together for your care.,77.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,"Getting timely care, appointments, and information.",56.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Between visit communication.,56.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Attention to patient medication cost.,24.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,How well clinicians communicate.,83.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Patients' rating of clinicians.,82.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Health promotion and education.,57.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Courteous and helpful office staff.,83.0,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Clinicians working together for your care.,75.0,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,"Getting timely care, appointments, and information.",63.0,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Between visit communication.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Attention to patient medication cost.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,How well clinicians communicate.,83.0,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Patients' rating of clinicians.,80.0,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Health promotion and education.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Courteous and helpful office staff.,80.0,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Clinicians working together for your care.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,"Getting timely care, appointments, and information.",62.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Between visit communication.,52.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Attention to patient medication cost.,21.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,How well clinicians communicate.,85.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Patients' rating of clinicians.,83.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Health promotion and education.,70.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Courteous and helpful office staff.,80.0,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Clinicians working together for your care.,77.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,"Getting timely care, appointments, and information.",65.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Between visit communication.,57.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Attention to patient medication cost.,33.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,How well clinicians communicate.,87.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Patients' rating of clinicians.,83.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Health promotion and education.,64.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Courteous and helpful office staff.,77.0,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Clinicians working together for your care.,80.0,2015
PRIMA CARE PC,2567356017,MA,"Getting timely care, appointments, and information.",59.0,2015
PRIMA CARE PC,2567356017,MA,Between visit communication.,61.0,2015
PRIMA CARE PC,2567356017,MA,Attention to patient medication cost.,27.0,2015
PRIMA CARE PC,2567356017,MA,How well clinicians communicate.,83.0,2015
PRIMA CARE PC,2567356017,MA,Patients' rating of clinicians.,74.0,2015
PRIMA CARE PC,2567356017,MA,Health promotion and education.,66.0,2015
PRIMA CARE PC,2567356017,MA,Courteous and helpful office staff.,80.0,2015
PRIMA CARE PC,2567356017,MA,Clinicians working together for your care.,71.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,"Getting timely care, appointments, and information.",62.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Between visit communication.,61.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Attention to patient medication cost.,21.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,How well clinicians communicate.,83.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Patients' rating of clinicians.,83.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Health promotion and education.,64.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Courteous and helpful office staff.,79.0,2015
CD PRACTICE ASSOCIATES INC,2567359839,MA,Clinicians working together for your care.,75.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,"Getting timely care, appointments, and information.",71.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Between visit communication.,56.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Attention to patient medication cost.,25.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,How well clinicians communicate.,82.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Patients' rating of clinicians.,82.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Health promotion and education.,63.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Courteous and helpful office staff.,84.0,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Clinicians working together for your care.,76.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,"Getting timely care, appointments, and information.",64.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Between visit communication.,53.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Attention to patient medication cost.,30.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,How well clinicians communicate.,83.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Patients' rating of clinicians.,79.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Health promotion and education.,60.0,2015
SANSUM CLINIC,3678471976,CA,Courteous and helpful office staff.,82.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Courteous and helpful office staff.,81.0,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,Clinicians working together for your care.,75.0,2015
"THE LONGSTREET CLINIC, PC",2668465733,GA,"Getting timely care, appointments, and information.",55.0,2015
"THE LONGSTREET CLINIC, PC",2668465733,GA,Between visit communication.,62.0,2015
"THE LONGSTREET CLINIC, PC",2668465733,GA,Attention to patient medication cost.,25.0,2015
