Group Name,Group PAC ID,State,Measure Title,Measure Performance Rate,Year
SUMMIT MEDICAL GROUP INC,2163326240,KY,Between visit communication.,55.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,Attention to patient medicine cost.,28.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,How well clinicians communicate.,86.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,Patients' rating of clinicians.,84.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,Health promotion and education.,56.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,Courteous and helpful office staff.,87.0,2016
SUMMIT MEDICAL GROUP INC,2163326240,KY,Clinicians working together for your care.,78.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,"Getting timely care, appointments, and information.",66.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Between visit communication.,69.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Attention to patient medicine cost.,29.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,How well clinicians communicate.,87.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Patients' rating of clinicians.,87.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Health promotion and education.,68.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Courteous and helpful office staff.,89.0,2016
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,Clinicians working together for your care.,83.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,"Getting timely care, appointments, and information.",56.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Between visit communication.,65.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Attention to patient medicine cost.,29.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,How well clinicians communicate.,82.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Patients' rating of clinicians.,80.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Health promotion and education.,62.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Courteous and helpful office staff.,81.0,2016
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,Clinicians working together for your care.,79.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,"Getting timely care, appointments, and information.",54.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Between visit communication.,55.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Attention to patient medicine cost.,32.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,How well clinicians communicate.,82.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Patients' rating of clinicians.,78.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Health promotion and education.,56.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Courteous and helpful office staff.,83.0,2016
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,Clinicians working together for your care.,77.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,"Getting timely care, appointments, and information.",62.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Between visit communication.,55.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Attention to patient medicine cost.,18.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,How well clinicians communicate.,79.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Patients' rating of clinicians.,72.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Health promotion and education.,62.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Courteous and helpful office staff.,83.0,2016
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,Clinicians working together for your care.,73.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,"Getting timely care, appointments, and information.",65.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Between visit communication.,53.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Attention to patient medicine cost.,32.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,How well clinicians communicate.,87.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Patients' rating of clinicians.,87.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Health promotion and education.,59.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Courteous and helpful office staff.,82.0,2016
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,Clinicians working together for your care.,78.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,"Getting timely care, appointments, and information.",63.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Between visit communication.,45.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Attention to patient medicine cost.,28.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,How well clinicians communicate.,83.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Patients' rating of clinicians.,84.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Health promotion and education.,60.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Courteous and helpful office staff.,84.0,2016
SUSQUEHANNA PHYSICIAN SERVICES,2264336460,PA,Clinicians working together for your care.,76.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,"Getting timely care, appointments, and information.",67.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Between visit communication.,55.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Attention to patient medicine cost.,26.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,How well clinicians communicate.,86.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Patients' rating of clinicians.,78.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Health promotion and education.,61.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Courteous and helpful office staff.,85.0,2016
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,2264344480,OH,Clinicians working together for your care.,76.0,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,"Getting timely care, appointments, and information.",,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Between visit communication.,,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Attention to patient medicine cost.,,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,How well clinicians communicate.,85.0,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Patients' rating of clinicians.,84.0,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Health promotion and education.,55.0,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Courteous and helpful office staff.,84.0,2016
VIRGINIA UROLOGY CENTER,2365339264,VA,Clinicians working together for your care.,74.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,"Getting timely care, appointments, and information.",51.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Between visit communication.,60.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Attention to patient medicine cost.,29.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,How well clinicians communicate.,82.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Patients' rating of clinicians.,80.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Health promotion and education.,63.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Courteous and helpful office staff.,77.0,2016
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,Clinicians working together for your care.,70.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,"Getting timely care, appointments, and information.",66.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Between visit communication.,61.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Attention to patient medicine cost.,30.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,How well clinicians communicate.,86.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Patients' rating of clinicians.,85.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Health promotion and education.,58.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Courteous and helpful office staff.,87.0,2016
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,Clinicians working together for your care.,80.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,"Getting timely care, appointments, and information.",58.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Between visit communication.,58.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Attention to patient medicine cost.,30.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,How well clinicians communicate.,86.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Patients' rating of clinicians.,81.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Health promotion and education.,62.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Courteous and helpful office staff.,89.0,2016
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,Clinicians working together for your care.,82.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,"Getting timely care, appointments, and information.",54.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Between visit communication.,47.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Attention to patient medicine cost.,25.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,How well clinicians communicate.,85.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Patients' rating of clinicians.,83.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Health promotion and education.,66.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Courteous and helpful office staff.,79.0,2016
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,Clinicians working together for your care.,73.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,"Getting timely care, appointments, and information.",56.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Between visit communication.,53.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Attention to patient medicine cost.,18.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,How well clinicians communicate.,84.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Patients' rating of clinicians.,78.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Health promotion and education.,68.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Courteous and helpful office staff.,79.0,2016
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,Clinicians working together for your care.,73.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,"Getting timely care, appointments, and information.",,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Between visit communication.,63.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Attention to patient medicine cost.,30.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,How well clinicians communicate.,82.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Patients' rating of clinicians.,80.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Health promotion and education.,59.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Courteous and helpful office staff.,83.0,2016
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,Clinicians working together for your care.,81.0,2016
PRIMA CARE PC,2567356017,MA,"Getting timely care, appointments, and information.",63.0,2016
PRIMA CARE PC,2567356017,MA,Between visit communication.,57.0,2016
PRIMA CARE PC,2567356017,MA,Attention to patient medicine cost.,23.0,2016
PRIMA CARE PC,2567356017,MA,How well clinicians communicate.,83.0,2016
PRIMA CARE PC,2567356017,MA,Patients' rating of clinicians.,83.0,2016
PRIMA CARE PC,2567356017,MA,Health promotion and education.,65.0,2016
PRIMA CARE PC,2567356017,MA,Courteous and helpful office staff.,82.0,2016
PRIMA CARE PC,2567356017,MA,Clinicians working together for your care.,76.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,"Getting timely care, appointments, and information.",62.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Between visit communication.,59.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Attention to patient medicine cost.,24.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,How well clinicians communicate.,82.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Patients' rating of clinicians.,83.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Health promotion and education.,66.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Courteous and helpful office staff.,75.0,2016
CD PRACTICE ASSOCIATES INC,2567359839,MA,Clinicians working together for your care.,72.0,2016
NORTHFIELD HOSPITAL,2567372998,MN,"Getting timely care, appointments, and information.",,2016
NORTHFIELD HOSPITAL,2567372998,MN,Between visit communication.,,2016
NORTHFIELD HOSPITAL,2567372998,MN,Attention to patient medicine cost.,,2016
NORTHFIELD HOSPITAL,2567372998,MN,How well clinicians communicate.,,2016
NORTHFIELD HOSPITAL,2567372998,MN,Patients' rating of clinicians.,73.0,2016
NORTHFIELD HOSPITAL,2567372998,MN,Health promotion and education.,,2016
NORTHFIELD HOSPITAL,2567372998,MN,Courteous and helpful office staff.,88.0,2016
NORTHFIELD HOSPITAL,2567372998,MN,Clinicians working together for your care.,72.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,"Getting timely care, appointments, and information.",65.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Between visit communication.,50.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Attention to patient medicine cost.,26.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,How well clinicians communicate.,85.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Patients' rating of clinicians.,81.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Health promotion and education.,64.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Courteous and helpful office staff.,85.0,2016
"LIFESPAN PHYSICIAN GROUP, INC.",2567455082,RI,Clinicians working together for your care.,72.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,"Getting timely care, appointments, and information.",69.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Between visit communication.,60.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Attention to patient medicine cost.,20.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,How well clinicians communicate.,83.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Patients' rating of clinicians.,82.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Health promotion and education.,60.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Courteous and helpful office staff.,84.0,2016
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,Clinicians working together for your care.,75.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,"Getting timely care, appointments, and information.",60.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Between visit communication.,64.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Attention to patient medicine cost.,29.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,How well clinicians communicate.,79.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Patients' rating of clinicians.,74.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Health promotion and education.,62.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Courteous and helpful office staff.,83.0,2016
"THE LONGSTREET CLINIC, PC",2668465733,GA,Clinicians working together for your care.,76.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,"Getting timely care, appointments, and information.",60.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Between visit communication.,63.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Attention to patient medicine cost.,30.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,How well clinicians communicate.,81.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Patients' rating of clinicians.,79.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Health promotion and education.,63.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Courteous and helpful office staff.,84.0,2016
COVENANT MEDICAL CENTER INC,2769387778,MI,Clinicians working together for your care.,72.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,"Getting timely care, appointments, and information.",68.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Between visit communication.,59.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Attention to patient medicine cost.,23.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,How well clinicians communicate.,87.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Patients' rating of clinicians.,84.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Health promotion and education.,67.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Courteous and helpful office staff.,86.0,2016
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,Clinicians working together for your care.,79.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,"Getting timely care, appointments, and information.",55.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Between visit communication.,58.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Attention to patient medicine cost.,23.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,How well clinicians communicate.,85.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Patients' rating of clinicians.,82.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Health promotion and education.,59.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Courteous and helpful office staff.,80.0,2016
EINSTEIN PRACTICE PLAN INC,2769395896,PA,Clinicians working together for your care.,72.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,"Getting timely care, appointments, and information.",59.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Between visit communication.,60.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Attention to patient medicine cost.,29.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,How well clinicians communicate.,84.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Patients' rating of clinicians.,84.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Health promotion and education.,66.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Courteous and helpful office staff.,80.0,2016
"CORE PHYSICIANS, LLC",2769563253,NH,Clinicians working together for your care.,76.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,"Getting timely care, appointments, and information.",49.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Between visit communication.,77.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Attention to patient medicine cost.,21.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,How well clinicians communicate.,80.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Patients' rating of clinicians.,76.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Health promotion and education.,64.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Courteous and helpful office staff.,79.0,2016
"DAVITA MEDICAL GROUP COLORADO SPRINGS, LLC",2769706431,CO,Clinicians working together for your care.,73.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,"Getting timely care, appointments, and information.",59.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Between visit communication.,61.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Attention to patient medicine cost.,25.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,How well clinicians communicate.,86.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Patients' rating of clinicians.,87.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Health promotion and education.,60.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Courteous and helpful office staff.,88.0,2016
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,Clinicians working together for your care.,78.0,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,"Getting timely care, appointments, and information.",68.0,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Between visit communication.,,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Attention to patient medicine cost.,,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,How well clinicians communicate.,,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Patients' rating of clinicians.,,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Health promotion and education.,,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Courteous and helpful office staff.,89.0,2016
THE ORTHOPAEDIC INSTITUTE,2860385242,FL,Clinicians working together for your care.,,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,"Getting timely care, appointments, and information.",63.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Between visit communication.,54.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Attention to patient medicine cost.,32.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,How well clinicians communicate.,85.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Patients' rating of clinicians.,83.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Health promotion and education.,63.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Courteous and helpful office staff.,84.0,2016
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,Clinicians working together for your care.,80.0,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,"Getting timely care, appointments, and information.",59.0,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Between visit communication.,63.0,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Attention to patient medicine cost.,,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,How well clinicians communicate.,,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Patients' rating of clinicians.,,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Health promotion and education.,68.0,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Courteous and helpful office staff.,,2016
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,PA,Clinicians working together for your care.,,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,"Getting timely care, appointments, and information.",53.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Between visit communication.,50.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Attention to patient medicine cost.,28.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,How well clinicians communicate.,84.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Patients' rating of clinicians.,79.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Health promotion and education.,62.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Courteous and helpful office staff.,86.0,2016
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,WV,Clinicians working together for your care.,76.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,"Getting timely care, appointments, and information.",,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Between visit communication.,57.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Attention to patient medicine cost.,33.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,How well clinicians communicate.,85.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Patients' rating of clinicians.,81.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Health promotion and education.,49.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Courteous and helpful office staff.,83.0,2016
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,AR,Clinicians working together for your care.,79.0,2016
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,IL,"Getting timely care, appointments, and information.",55.0,2016
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,IL,Between visit communication.,,2016
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,IL,Attention to patient medicine cost.,21.0,2016
