NPI,Provider Last Name,Provider First Name,Zip Code,State,Specialty,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,PAC ID,Year
1114931623,ALLEN,MARY,60936.0,IL,Family Practice,5418.0,186.0,3.4330011074,3971741687.0,2016.0
1114937315,FITZPATRICK,KEVIN,22306.0,VA,Physical Medicine and Rehabilitation,156.0,25.0,16.025641026,6608919212.0,2016.0
1114940145,DE LA ROSA,PEDRO,90808.0,CA,Internal Medicine,14213.0,650.0,4.5732779849,648307348.0,2016.0
1114942604,KAUFMAN,DAVID,54301.0,WI,Neurology,7665.0,308.0,4.0182648402,3678769320.0,2016.0
1114942828,SCHENCK,CARLOS,55404.0,MN,Psychiatry,3596.0,21.0,0.5839822024,547159964.0,2016.0
1114954187,SEYMOUR,LAURI,92708.0,CA,Internal Medicine,5500.0,138.0,2.5090909090999998,4880617737.0,2016.0
1114955085,BECK,JAMES,72205.0,AR,Internal Medicine,845.0,273.0,32.307692308,3870405475.0,2016.0
1114955572,JUSTICE,ALAN,31201.0,GA,Internal Medicine,29565.0,1027.0,3.4737020125,143121228.0,2016.0
1114957677,RIOPELLE,JEFFREY,94583.0,CA,Family Practice,1790.0,18.0,1.0055865922,6204849615.0,2016.0
1114959301,WALKER,JOHN,77382.0,TX,Family Practice,4937.0,60.0,1.2153129431,8224086848.0,2016.0
1114959459,WOOLDRIDGE,CHARLES,36054.0,AL,Family Practice,1139.0,83.0,7.2870939421,7012941917.0,2016.0
1114960408,DRANCIK,JENNIFER,46992.0,IN,Internal Medicine,214.0,15.0,7.009345794400001,3577627009.0,2016.0
1114960606,SHORE,KENNETH,75023.0,TX,Internal Medicine,12134.0,382.0,3.1481786714999997,9739271529.0,2016.0
1114962941,PATEL,NEEL,32751.0,FL,Internal Medicine,2271.0,0.0,0.0,4880607068.0,2016.0
1114966488,RUPPEL,DENNIS,43232.0,OH,Family Practice,2715.0,33.0,1.2154696133,6406941822.0,2016.0
1114966611,NYQUIST,DAVID,62249.0,IL,Family Practice,454.0,36.0,7.9295154185,2163423807.0,2016.0
1114966835,HOFFMAN,CHRISTOPHER,37205.0,TN,Emergency Medicine,76.0,25.0,32.894736842,1951381391.0,2016.0
1114968401,FORSYTH,RICHARD,27609.0,NC,Family Practice,1931.0,14.0,0.7250129467,2163471608.0,2016.0
1114969300,SHAIK,MUZAKEER,85340.0,AZ,Internal Medicine,360.0,16.0,4.4444444444,6305842550.0,2016.0
1114980521,BANKS,DAVID,41042.0,KY,Family Practice,651.0,74.0,11.367127495999998,4880591197.0,2016.0
1114980943,GUZOWSKI,PATRICIA,19607.0,PA,Internal Medicine,474.0,49.0,10.337552743,7113028085.0,2016.0
1114982477,HOLMES,KENNETH,60429.0,IL,Neurology,823.0,0.0,0.0,8527029438.0,2016.0
1114983970,POLIAKOVA,MARINA,44124.0,OH,Internal Medicine,6917.0,106.0,1.5324562672,3072617398.0,2016.0
1114988698,COWART,DARLA,35801.0,AL,Family Practice,1962.0,14.0,0.7135575943000001,1658305453.0,2016.0
1114991189,SUBRAMANIAN,VEENA,33027.0,FL,Neurology,1175.0,20.0,1.7021276596000001,7517927783.0,2016.0
1114996055,CEKADA,GAYLE,93401.0,CA,Internal Medicine,3912.0,234.0,5.981595092,8921133810.0,2016.0
1114996477,BARRAVECCHIO,ANTHONY,7470.0,NJ,Family Practice,7704.0,139.0,1.8042575286000002,1850362922.0,2016.0
1114996733,BECKWITH,DOUGLAS,23831.0,VA,Family Practice,6118.0,168.0,2.7459954232999997,6800822719.0,2016.0
1114999695,JAFARBAY,ASHKAN,33324.0,FL,Internal Medicine,655.0,59.0,9.0076335878,1557344645.0,2016.0
1124002761,PARNELL,STEVEN,56031.0,MN,Family Practice,3928.0,173.0,4.4042769857,2961315635.0,2016.0
1124005913,STRAUSS,ABBEY,33486.0,FL,Psychiatry,4156.0,0.0,0.0,8628266590.0,2016.0
1124008131,FLAREY,LISA,43055.0,OH,Family Practice,3638.0,97.0,2.6663001649,2264572031.0,2016.0
1124010301,GRAVES,BLANE,75503.0,TX,Family Practice,7165.0,256.0,3.5729239358,3971652199.0,2016.0
1124013487,RAIKAR,SUDHIR,63043.0,MO,Emergency Medicine,345.0,40.0,11.594202899,1850316704.0,2016.0
1124014766,MUNOZ,LORENZO,33781.0,FL,Internal Medicine,4730.0,258.0,5.454545454500001,1254307903.0,2016.0
1124015276,NOVAK,JAMES,92109.0,CA,General Practice,2822.0,142.0,5.031892275,5496657165.0,2016.0
1124016845,CORBA,ROBERT,18104.0,PA,Pain Management,1037.0,683.0,65.863066538,7517159171.0,2016.0
1124016860,KUMAR,KESAVAN,31605.0,GA,Internal Medicine,11281.0,269.0,2.3845403776,143288175.0,2016.0
1124023130,KOERTH,STEVEN,75751.0,TX,Family Practice,21521.0,417.0,1.9376423028999998,1254475775.0,2016.0
1124023718,HENRY,MELISSA,79407.0,TX,Family Practice,2973.0,70.0,2.3545240497999997,3870688864.0,2016.0
1124025358,GOMEZ ADROVER,REYNALDO,674.0,PR,General Practice,29734.0,893.0,3.0032958902,7911196738.0,2016.0
1124026455,YEE,MELVIN,96817.0,HI,Neurology,5462.0,46.0,0.8421823508,143110403.0,2016.0
1124027107,YUSUF,BEDRI,30046.0,GA,Internal Medicine,68.0,16.0,23.529411765,5597764365.0,2016.0
1124031281,ADELEYE,VICTORIA,77304.0,TX,Family Practice,9850.0,282.0,2.8629441624000003,1850397688.0,2016.0
1124032594,KELLER,HOWARD,96734.0,HI,Internal Medicine,7156.0,317.0,4.4298490777,5991885030.0,2016.0
1124039789,DEL ROSARIO,CEFERINA,33837.0,FL,Internal Medicine,7456.0,159.0,2.1325107296,7719066521.0,2016.0
1124040696,HONG,DERRICK,92618.0,CA,Internal Medicine,336.0,35.0,10.416666667000001,8527058973.0,2016.0
1124042270,ZEITLER,JENNIFER,15851.0,PA,Family Practice,11965.0,630.0,5.2653572921,9133163637.0,2016.0
1124042387,FLORO,NORMAN,44035.0,OH,Internal Medicine,7488.0,156.0,2.0833333333,7113902396.0,2016.0
1124052410,SMITH,JAMES,7828.0,NJ,Internal Medicine,286.0,18.0,6.2937062937,2163467077.0,2016.0
1124053699,DORTA-DUQUE,JORGE,33830.0,FL,Psychiatry,190.0,14.0,7.3684210526,5092811406.0,2016.0
1124055074,CONRAD,EDGAR,64804.0,MO,Internal Medicine,5120.0,406.0,7.9296875,42250920.0,2016.0
1124055876,MOSES,STEPHEN,41031.0,KY,Family Practice,13404.0,582.0,4.3419874664,345297529.0,2016.0
1124056304,KELLY,MARISE,77012.0,TX,Family Practice,5816.0,94.0,1.6162310866999998,5991863482.0,2016.0
1124056668,SMITH,ERICA,80433.0,CO,Family Practice,1764.0,86.0,4.8752834467,2365536752.0,2016.0
1124060025,GUTHRIE,WILLIAM,76132.0,TX,Internal Medicine,9411.0,522.0,5.546700669400001,7113019910.0,2016.0
1124064738,JORDAN,HARRY,29150.0,SC,Internal Medicine,12966.0,623.0,4.8048742866000005,7618941535.0,2016.0
1124069521,KOTIKALAPUDI,SIVARAMA,39402.0,MS,Internal Medicine,5362.0,264.0,4.923535994,7618944380.0,2016.0
1124070651,GREENE,JEFFREY,27407.0,NC,Family Practice,854.0,33.0,3.8641686183,8022010230.0,2016.0
1124071139,LENTZOU,MARIA,60463.0,IL,Internal Medicine,7630.0,208.0,2.7260812582,7810940251.0,2016.0
1124075148,GALFIONE,RONALD,77030.0,TX,Internal Medicine,4331.0,100.0,2.3089355807,244120723.0,2016.0
1124086392,LASALA,GERMAN,85715.0,AZ,Internal Medicine,4921.0,319.0,6.482422271900001,2567503535.0,2016.0
1124087044,FRUSHER,DONALD,76054.0,TX,Internal Medicine,7591.0,314.0,4.1364774075,7719987007.0,2016.0
1124088125,WELLS,MICHAEL,44312.0,OH,Internal Medicine,13667.0,831.0,6.080339503899999,7416951504.0,2016.0
1124088331,LUQUE,MARION,83616.0,ID,Internal Medicine,4413.0,146.0,3.3084069794,5395715726.0,2016.0
1124088760,DEB,ASHOKE,8070.0,NJ,Internal Medicine,16066.0,419.0,2.6079920329,7719967173.0,2016.0
1124090691,DHILLON,RANBIR,2703.0,MA,Neurology,4303.0,255.0,5.9260980711,3173779113.0,2016.0
1124091202,LERNER,KEITH,33313.0,FL,Internal Medicine,6168.0,115.0,1.8644617380000001,3274676226.0,2016.0
1124095484,RAJU,MUDUNURI,29303.0,SC,Internal Medicine,416.0,31.0,7.451923076900001,8325085889.0,2016.0
1124097126,LUDI,GUILLERMO,37148.0,TN,Internal Medicine,14151.0,740.0,5.2293124161,2961415419.0,2016.0
1124098587,BURCHFIELD,SAMUEL,72450.0,AR,Family Practice,18620.0,1130.0,6.068743286799999,2163327370.0,2016.0
1124105937,ELATI,VIJAYSHEKAR,77450.0,TX,Internal Medicine,480.0,15.0,3.125,2062413750.0,2016.0
1124111224,JEAN,JEAN CLAUDE,33073.0,FL,Internal Medicine,1897.0,11.0,0.5798629415,42486078.0,2016.0
1124115167,KERSCHENBAUM,JOEL,77384.0,TX,Family Practice,4265.0,46.0,1.0785463071999999,7012049737.0,2016.0
1124133111,ZIAIE MATIN,MARYAM,94123.0,CA,Internal Medicine,3629.0,98.0,2.7004684486,4587552047.0,2016.0
1124135025,CASTILLO-ALCASID,MARIE,13069.0,NY,Internal Medicine,558.0,23.0,4.1218637993,1951323781.0,2016.0
1124137278,CIVISH,FREDERIC,84128.0,UT,Family Practice,1981.0,44.0,2.2211004543,9032007315.0,2016.0
1124170089,ANDREWS,SCOTT,16803.0,PA,Family Practice,1318.0,17.0,1.2898330804,5193822963.0,2016.0
1124172978,DEUTSCH,ALEXANDER,10028.0,NY,Psychiatry,356.0,0.0,0.0,9234288705.0,2016.0
1124188180,ALLAM,MAHESH,33853.0,FL,Internal Medicine,17471.0,915.0,5.2372503005,2961695564.0,2016.0
1124194907,DELEON,EPIFANIO,94595.0,CA,Internal Medicine,6622.0,224.0,3.3826638477999995,6103861588.0,2016.0
1124210026,DAUDA,MOHAMED,21223.0,MD,Family Practice,4769.0,105.0,2.201719438,4183719628.0,2016.0
1124212998,KOVLER,YANINA,11235.0,NY,Internal Medicine,10434.0,74.0,0.7092198581999999,7214013929.0,2016.0
1124213756,KONURU,KATHYAYINI,85224.0,AZ,Family Practice,9618.0,113.0,1.1748804325,6103912845.0,2016.0
1124216551,COLEMAN,ASHLEY,36532.0,AL,Family Practice,2049.0,64.0,3.1234748658,5294916979.0,2016.0
1124221932,BATTH,KIRANDEEP,93720.0,CA,Internal Medicine,6874.0,228.0,3.3168460867,4486709896.0,2016.0
1124226386,IARIKOVA,ELENA,21701.0,MD,Internal Medicine,308.0,17.0,5.5194805195,8921190158.0,2016.0
1124230776,MCQUAID,DOUGLAS,27403.0,NC,Internal Medicine,1552.0,17.0,1.0953608247,5597835132.0,2016.0
1124232384,YEMME,SOUMYA,75001.0,TX,Internal Medicine,344.0,26.0,7.5581395349000005,5890879944.0,2016.0
1124256748,HOUNG,EDWIN,27616.0,NC,Family Practice,1852.0,46.0,2.4838012959,1355597964.0,2016.0
1124257886,JOHNSON,QUENTIN,97303.0,OR,Family Practice,2340.0,87.0,3.7179487179,7618129115.0,2016.0
1124279054,EKATAN,JULIET,28358.0,NC,Internal Medicine,690.0,22.0,3.1884057970999997,8628123692.0,2016.0
1124280383,LAFIKES,MARLA,62837.0,IL,Family Practice,7975.0,375.0,4.7021943574,5294927265.0,2016.0
1124310172,HOFFMAN,MICHAEL,52245.0,IA,Internal Medicine,72.0,0.0,0.0,9335365642.0,2016.0
1124310404,SUNDARAM,ASHANY,27215.0,NC,Family Practice,3159.0,188.0,5.951250395700001,8224266770.0,2016.0
1124333455,PARK,LILY,95355.0,CA,Internal Medicine,133.0,18.0,13.533834586,1557590056.0,2016.0
1124339437,KYSER,PAUL,75601.0,TX,Family Practice,5919.0,88.0,1.4867376246000001,42450579.0,2016.0
1124346432,NEWHOUSER,LAURA,15650.0,PA,Family Practice,3346.0,219.0,6.5451285117,6507008307.0,2016.0
1124353859,BEZE,ALEMAYEHU,22401.0,VA,Internal Medicine,340.0,18.0,5.2941176471,42354201.0,2016.0
1124369087,ANDERS,DOUGLAS,92223.0,CA,Family Practice,5446.0,305.0,5.600440690399999,8729227632.0,2016.0
1134102072,IBRAHIM,CHADI,48085.0,MI,Internal Medicine,284.0,28.0,9.8591549296,5092701391.0,2016.0
1134102775,HAMIDI,CYRUS,21152.0,MD,Family Practice,3692.0,118.0,3.196099675,9436174083.0,2016.0
1134104540,KESARI,KAVITHA,48532.0,MI,Internal Medicine,1141.0,68.0,5.9596844873000006,9234278268.0,2016.0
1134106123,KANO,REBECCA,2451.0,MA,Family Practice,34.0,0.0,0.0,6002884517.0,2016.0
1134107949,LERNER,LAUREN,33351.0,FL,Physical Medicine and Rehabilitation,1105.0,279.0,25.248868778000002,6901090760.0,2016.0
1134108491,BANZON,RAYMUND,22401.0,VA,Family Practice,4891.0,142.0,2.9032917604,2365634086.0,2016.0
1134112220,BULLEN,JAMES,49707.0,MI,Internal Medicine,9023.0,489.0,5.4194835421,1951387661.0,2016.0
1134117419,KONG,YEKYUNG,7052.0,NJ,Physical Medicine and Rehabilitation,1927.0,404.0,20.965230929,1456321108.0,2016.0
1134117609,DELAY,DOUGLAS,30720.0,GA,Family Practice,12559.0,392.0,3.1212676168,4688718109.0,2016.0
1134118144,KROTTAPALLI,KAVITHA,23235.0,VA,Family Practice,382.0,19.0,4.9738219895,6103891221.0,2016.0
1134121049,KAMRA,DHEERAJ,95628.0,CA,Internal Medicine,7254.0,204.0,2.8122415219,7517917230.0,2016.0
1134122906,QUINLAN,MICHAEL,65265.0,MO,Internal Medicine,22796.0,964.0,4.2288120723,7810094190.0,2016.0
1134130735,YEGHIAZARIANS,VARTAN,1844.0,MA,Internal Medicine,9413.0,271.0,2.8789971316000003,8022032374.0,2016.0
1134133481,GU,LINGPING,8824.0,NJ,Internal Medicine,7558.0,63.0,0.8335538502,8628064003.0,2016.0
1134133937,VIDINAS,MARIUS,48085.0,MI,Internal Medicine,203.0,25.0,12.315270936,9638104144.0,2016.0
1134152382,SLATER,DOUGLAS,49738.0,MI,Emergency Medicine,112.0,17.0,15.178571429000002,4587557699.0,2016.0
1134153471,SCHOENHOFF,DEBORAH,27407.0,NC,Internal Medicine,879.0,23.0,2.6166097838,3678662004.0,2016.0
1134154461,PORTER,PAUL,37148.0,TN,Internal Medicine,11041.0,533.0,4.8274612807,2264489160.0,2016.0
1134154511,ROBERTSON,CARROLL,27909.0,NC,Family Practice,3505.0,165.0,4.7075606276999995,9739093402.0,2016.0
1134157613,NEWMAN,STEVEN,84721.0,UT,Family Practice,5436.0,291.0,5.353200883,9931175346.0,2016.0
1134157704,FEEZELL,SEAN,94583.0,CA,Family Practice,2329.0,125.0,5.3671103478,1759394166.0,2016.0
1134161854,TRIVEDI,NAYANA,92037.0,CA,Internal Medicine,3141.0,86.0,2.7379815345,2769439041.0,2016.0
1134163405,TANVEER,SEEMA,85331.0,AZ,Family Practice,1709.0,115.0,6.7290813341,8123082229.0,2016.0
1134164361,GOGJIAN,MICHAEL,1845.0,MA,Internal Medicine,6984.0,124.0,1.775486827,1658307145.0,2016.0
1134164569,CHETLAPALLI,SURYA,92037.0,CA,Internal Medicine,253.0,28.0,11.067193675999999,7719989730.0,2016.0
1134164577,WANIA,DARIUS,77072.0,TX,Internal Medicine,7299.0,90.0,1.2330456227,9436280336.0,2016.0
1134166473,RUNSCHKE,JURGEN,49443.0,MI,Emergency Medicine,279.0,37.0,13.261648745999999,840246039.0,2016.0
1134166887,KARAKASHIAN,ARAM,91204.0,CA,Family Practice,32390.0,1009.0,3.1151589997,3779607197.0,2016.0
1134168388,AHMAD,MUTAHHAR,48033.0,MI,Family Practice,9642.0,781.0,8.0999792574,9436114840.0,2016.0
1134173701,RISTOW,RYAN,43081.0,OH,Emergency Medicine,315.0,15.0,4.7619047619,3577536135.0,2016.0
1134175557,BARNETT,STEVEN,29016.0,SC,Family Practice,45561.0,1488.0,3.2659511424,2860395621.0,2016.0
1134178171,SADLOW,CHRISTINA,37205.0,TN,Internal Medicine,82.0,15.0,18.292682927,4789616475.0,2016.0
1134178841,LEWIS,ALLEN,38652.0,MS,Internal Medicine,512.0,42.0,8.203125,9335122761.0,2016.0
1134180391,MEADE,ANN,29615.0,SC,Internal Medicine,2734.0,116.0,4.2428675933,2668378829.0,2016.0
1134182744,JOO,MIHAE,85206.0,AZ,Internal Medicine,224.0,27.0,12.053571429000002,8022919208.0,2016.0
1134187529,WIN,NYAN,44903.0,OH,Internal Medicine,16176.0,548.0,3.3877349159,4183695182.0,2016.0
1134189590,KHALSA,PRABHJOT,94536.0,CA,Neurology,4669.0,17.0,0.3641036625,7416038039.0,2016.0
1134190499,ROMEO,ANA,11354.0,NY,Internal Medicine,5813.0,19.0,0.32685360399999996,4183757149.0,2016.0
1134192230,SOLINAS,ALESSANDRO,11355.0,NY,Internal Medicine,119.0,19.0,15.966386555,1557533163.0,2016.0
1134192974,EDISON,FLORA,78640.0,TX,Internal Medicine,8529.0,55.0,0.6448587173,9830089465.0,2016.0
1134193857,RHINEHART,MARYELLEN,2139.0,MA,Internal Medicine,846.0,61.0,7.2104018913,5991770588.0,2016.0
1134194079,VILLOCH,CHRISTINE,33176.0,FL,Physical Medicine and Rehabilitation,801.0,235.0,29.338327091,3173422607.0,2016.0
1134195258,CAVATAIO,PIETRO,48048.0,MI,Family Practice,4866.0,694.0,14.262227702,8224089040.0,2016.0
1134199458,BANDERA,ROBERT,61032.0,IL,Family Practice,6514.0,352.0,5.4037457783,2163619529.0,2016.0
1134203680,FLESHMAN,DANIEL,43026.0,OH,Family Practice,6922.0,266.0,3.8428199942,2466486378.0,2016.0
1134212053,SLOMOWITS,JOSEPH,11219.0,NY,Internal Medicine,8245.0,135.0,1.6373559733,8820276595.0,2016.0
1134217821,CASEY,JAMES,35205.0,AL,Family Practice,15685.0,1681.0,10.717245776,4486656071.0,2016.0
1134218555,ORTIZ,JOSE,90020.0,CA,Family Practice,3065.0,122.0,3.9804241436,3678624517.0,2016.0
1134221583,HUTCHINS,MARY JANE,95032.0,CA,Internal Medicine,4623.0,17.0,0.3677265845,547345415.0,2016.0
1134229958,HAAS,BRADLEY,48085.0,MI,Internal Medicine,282.0,18.0,6.3829787234,6800789009.0,2016.0
1134235674,SAAVEDRA,OLGA,60622.0,IL,Family Practice,7378.0,79.0,1.070750881,9638063100.0,2016.0
1134236268,MEIER,ANTHONY,48911.0,MI,Internal Medicine,6804.0,785.0,11.537330982,2961578711.0,2016.0
1134242969,KARDON,LAURIE,33409.0,FL,Emergency Medicine,520.0,17.0,3.2692307692,749351989.0,2016.0
1134246374,AASHISH,ANUNAYA,76201.0,TX,Internal Medicine,680.0,14.0,2.0588235294,42372849.0,2016.0
1134253099,VITERBO,GEORGE QUENTIN,19808.0,DE,Family Practice,5918.0,193.0,3.2612369044,9335203199.0,2016.0
1134274087,SELLERS,RANDY,27705.0,NC,Psychiatry,205.0,0.0,0.0,7416944749.0,2016.0
1134280274,CRAWFORD,LYNN,35255.0,AL,Internal Medicine,420.0,31.0,7.380952381,5698738359.0,2016.0
1134282544,ELDRIDGE,STEPHANIE,34655.0,FL,Family Practice,2511.0,50.0,1.9912385503999999,5698790459.0,2016.0
1134295272,MORKOC,FIKIR,95610.0,CA,Internal Medicine,14617.0,859.0,5.876718889,6305739350.0,2016.0
1134298896,CARUSO,MARK,41240.0,KY,Internal Medicine,7758.0,1094.0,14.10157257,446232771.0,2016.0
1134308877,FAN,JINPING,77090.0,TX,General Practice,297.0,19.0,6.3973063973,1052361987.0,2016.0
1134324130,SEMASKIENE,RUTA,44691.0,OH,Internal Medicine,452.0,27.0,5.9734513274,5496827479.0,2016.0
1134327661,GOMEZ,MELISSA,79905.0,TX,Internal Medicine,80.0,0.0,0.0,6800083429.0,2016.0
1134329782,ALLI,CHAITANYA,77573.0,TX,Family Practice,6826.0,170.0,2.4904775857,4789740358.0,2016.0
1134339880,MCMILLION,DAVID,35801.0,AL,Family Practice,2784.0,69.0,2.4784482759,1456403021.0,2016.0
1134347495,GARRARD,JEFFERY,35801.0,AL,Family Practice,2437.0,84.0,3.4468608945,5890888028.0,2016.0
1134351190,TONG-MITCHELL,NICOLE,79901.0,TX,Internal Medicine,426.0,23.0,5.3990610329,4789810219.0,2016.0
1134358161,CROITORU,ANDREI,47591.0,IN,Internal Medicine,425.0,31.0,7.2941176471,4981852464.0,2016.0
1134358609,ASTUA,ALFREDO,10003.0,NY,Internal Medicine,451.0,0.0,0.0,5799740056.0,2016.0
1134362171,ZHAO,DONGMEI,52242.0,IA,Internal Medicine,122.0,16.0,13.114754097999999,2961650825.0,2016.0
1134368962,MORRIS,JONATHAN,65212.0,MO,Internal Medicine,460.0,28.0,6.0869565216999995,5092966531.0,2016.0
1134371446,PERROTTE,NICOLE,31763.0,GA,Internal Medicine,173.0,19.0,10.98265896,446315436.0,2016.0
1134372980,WAGNER,RYAN,44820.0,OH,Family Practice,268.0,103.0,38.432835821,2062671050.0,2016.0
1134381593,CHERIAN,JOHN,15021.0,PA,Internal Medicine,3087.0,83.0,2.6886945254000003,8628255882.0,2016.0
1134387335,WANG,ANDREW,11772.0,NY,Family Practice,3574.0,53.0,1.4829322888,5395928634.0,2016.0
1134394034,RODRIGUEZ,CLEM,90029.0,CA,General Practice,608.0,32.0,5.2631578947,6305089079.0,2016.0
1134397672,KRSTIC,BILJANA,78705.0,TX,Internal Medicine,683.0,29.0,4.2459736457,5991866253.0,2016.0
1134402670,EZEANI,CHIOMA,60657.0,IL,Internal Medicine,240.0,38.0,15.833333332999999,7618196478.0,2016.0
1134416019,KHAN,ZUBAIR,53037.0,WI,Internal Medicine,1294.0,29.0,2.2411128284,840410403.0,2016.0
1134426224,PARIKH,MONA,44485.0,OH,Internal Medicine,3750.0,162.0,4.32,7911176672.0,2016.0
1134431935,BAKER,MARY,29585.0,SC,Internal Medicine,3223.0,100.0,3.1026993484,3779705231.0,2016.0
1134439581,CLARK,AARON,30458.0,GA,Family Practice,30803.0,1313.0,4.2625718274,8325226772.0,2016.0
1134489602,VINCENT,CAROL,27599.0,NC,Internal Medicine,599.0,19.0,3.1719532554,5597981084.0,2016.0
1144202052,AUGUSTIN,JEAN,33027.0,FL,Internal Medicine,525.0,19.0,3.619047619,3971579863.0,2016.0
1144212044,PRIHODA,CLARENCE,77868.0,TX,Family Practice,13226.0,122.0,0.9224255255,4880677657.0,2016.0
1144215369,BARNARD,MICHAEL,77429.0,TX,Family Practice,3630.0,150.0,4.132231405,9133132863.0,2016.0
1144216284,KINGSBURY,ARTHUR,92103.0,CA,Internal Medicine,4932.0,208.0,4.2173560422000005,2567358260.0,2016.0
1144218009,REYNOLDS,ANDREW,29150.0,SC,Internal Medicine,10754.0,450.0,4.1844894923,7618072877.0,2016.0
1144220716,VYZA,ANITHA,75035.0,TX,Internal Medicine,4600.0,178.0,3.8695652174,2668488859.0,2016.0
1144222159,INTERIANO,BENJAMIN,77074.0,TX,Internal Medicine,15124.0,232.0,1.5339857181,1052584711.0,2016.0
1144224528,SARCHE,ROBERT,80433.0,CO,Family Practice,3196.0,48.0,1.5018773467,4082636923.0,2016.0
1144227620,BRICKER,SAMUEL,17201.0,PA,Family Practice,6249.0,172.0,2.7524403905000003,3678613130.0,2016.0
1144227638,GATIWALA,INDRAVADAN,28358.0,NC,Neurology,5928.0,90.0,1.5182186235,3173592334.0,2016.0
1144227653,RICHMOND,MARK,49770.0,MI,Internal Medicine,11350.0,381.0,3.3568281937999997,9032188214.0,2016.0
1144239435,NURRE,MARK,97305.0,OR,Family Practice,782.0,36.0,4.6035805626999995,4789601600.0,2016.0
1144243015,CAHIWAT,PAUL,7018.0,NJ,Internal Medicine,3133.0,67.0,2.138525375,648296954.0,2016.0
1144244096,YEUNG,YVONNE,94607.0,CA,Internal Medicine,7275.0,25.0,0.34364261170000004,7719077460.0,2016.0
1144247065,ZAMPOGNA,ANTONINO,34102.0,FL,Internal Medicine,3073.0,104.0,3.3843150016,7315041159.0,2016.0
1144247149,VILNITS,ANATOLIY,11217.0,NY,Internal Medicine,8512.0,83.0,0.975093985,4981662707.0,2016.0
1144249400,ADDIS,DANIEL,24540.0,VA,Family Practice,5879.0,75.0,1.2757271645000001,6709801434.0,2016.0
1144251372,CUADRA,RICARDO,77076.0,TX,Internal Medicine,17452.0,1191.0,6.8244327298,4284692740.0,2016.0
1144251810,BODLAK,BRANDON,32607.0,FL,Family Practice,4630.0,407.0,8.7904967603,840207080.0,2016.0
1144252248,CONNOR,MARIA,2184.0,MA,Internal Medicine,11571.0,259.0,2.238354507,547233843.0,2016.0
1144256603,NAGASAKA,DIANE,96793.0,HI,Family Practice,5086.0,144.0,2.8313016123000003,8426183096.0,2016.0
1144258534,LUDWIG,JASON,83713.0,ID,Family Practice,21763.0,826.0,3.795432615,6901824572.0,2016.0
1144258567,KNOHL,STEPHEN,13202.0,NY,Internal Medicine,269.0,0.0,0.0,5193860229.0,2016.0
1144260423,MONTILLA CRESPO,JOSE,674.0,PR,Internal Medicine,3177.0,343.0,10.796348757,4880622992.0,2016.0
1144261355,DORLON,ROBERT,30501.0,GA,Internal Medicine,336.0,39.0,11.607142857000001,840380614.0,2016.0
1144261538,SHIM,HYONG,97302.0,OR,Internal Medicine,734.0,26.0,3.5422343324,6901849496.0,2016.0
1144268194,BELFIE,ALBERT,48038.0,MI,Physical Medicine and Rehabilitation,133.0,12.0,9.022556391,6608830849.0,2016.0
1144272816,MERRITT,MONA,49548.0,MI,Family Practice,3011.0,180.0,5.978080372000001,749285237.0,2016.0
1144279761,TOWER,MARNE,27377.0,NC,Family Practice,8001.0,153.0,1.9122609674000002,8325163215.0,2016.0
1144280256,LIU,ZHENG,89102.0,NV,Internal Medicine,806.0,70.0,8.6848635236,7719977404.0,2016.0
1144281080,FITZGERALD,KEVIN,49546.0,MI,Pain Management,7434.0,3993.0,53.712671508999996,3476441452.0,2016.0
1144285354,ROBINSON,JAMES,29680.0,SC,Family Practice,8543.0,147.0,1.7207070116,8527065002.0,2016.0
1144286964,HUGHES,GARLAND,28602.0,NC,Internal Medicine,13564.0,465.0,3.4281922737,2163490533.0,2016.0
1144287434,EVANGELISTA,EDMUND,92691.0,CA,Physical Medicine and Rehabilitation,519.0,291.0,56.069364162,6103024039.0,2016.0
1144292640,CHIESA,NICOLETTE,15017.0,PA,Internal Medicine,9679.0,612.0,6.3229672487,5496653438.0,2016.0
1144292764,LAZUR,DIANNA,17901.0,PA,Internal Medicine,21725.0,961.0,4.4234752589,2961662622.0,2016.0
1144295783,LAWING,WILLIAM,27103.0,NC,Internal Medicine,860.0,11.0,1.2790697674,3173650496.0,2016.0
1144298001,SCHWARTZ,LAWRENCE,94609.0,CA,Internal Medicine,2696.0,66.0,2.4480712166,5193760858.0,2016.0
1144310913,KANG,DONG HUI,43026.0,OH,Internal Medicine,5627.0,182.0,3.2344055447000004,8628976800.0,2016.0
1144322504,PETERSON,RUSSELL,36274.0,AL,Family Practice,24357.0,1349.0,5.5384489059,1153348651.0,2016.0
1144323064,HSIEH,PIN-HUNG,92780.0,CA,Internal Medicine,11062.0,347.0,3.136864943,5193779940.0,2016.0
1144328303,NGUYEN,CHUAN,92801.0,CA,Internal Medicine,9287.0,296.0,3.1872509960000004,8325005697.0,2016.0
1144329608,OVEIAN,MARGARITA,91505.0,CA,Neurology,5207.0,156.0,2.9959669675,547207607.0,2016.0
1144333196,FIGUEROA,EVELYN,60612.0,IL,Family Practice,450.0,23.0,5.1111111111000005,1456372549.0,2016.0
1144336652,THIEN,JOHN,70070.0,LA,Internal Medicine,20243.0,882.0,4.3570617003,8729007000.0,2016.0
